timestamp,sensor_id,flow_rate,pressure,temperature,ph_level,turbidity,location_x,location_y,status,DQO,OD,coliformes,ecoli,H2S,amonia,qualidade
2025-07-06 18:56:28.499928,SENSOR_000,129.6,1.110003038495189,18.57,7.16,951.72,-46.6,-23.5,NORMAL,205.59,2.42,2000,998,1.08,2.24,RUIM
2025-07-06 18:56:28.499928,SENSOR_001,143.15,1.4011803179629276,23.57,7.38,733.72,-46.59,-23.49,NORMAL,491.17,1.88,1073,192,1.65,0.63,RUIM
2025-07-06 18:56:28.499928,SENSOR_002,159.52,1.5787547876633643,19.71,7.09,141.15,-46.58,-23.48,NORMAL,378.72,3.93,1563,834,1.23,2.02,MODERADA
2025-07-06 18:56:28.499928,SENSOR_003,171.78,1.816496376703489,28.31,7.7,722.88,-46.57,-23.47,NORMAL,574.65,1.62,2309,619,0.45,2.79,RUIM
2025-07-06 18:56:28.499928,SENSOR_004,182.3,1.9122601813675735,19.45,7.41,715.47,-46.56,-23.46,NORMAL,295.62,2.03,911,1071,1.51,1.94,RUIM
2025-07-06 18:56:28.499928,SENSOR_005,228.33,2.268470918305208,23.12,8.09,357.11,-46.55,-23.45,NORMAL,459.46,1.92,1623,975,1.86,1.54,RUIM
2025-07-06 18:56:28.499928,SENSOR_006,219.62,2.2761991071540635,22.12,7.83,901.55,-46.54,-23.44,NORMAL,596.28,4.49,828,1041,0.01,1.89,RUIM
2025-07-06 18:56:28.499928,SENSOR_007,261.19,2.5819510405269326,31.09,7.31,692.12,-46.53,-23.43,NORMAL,264.74,1.13,1603,568,0.76,4.48,RUIM
2025-07-06 18:57:28.499928,SENSOR_000,128.28,1.4268129723963154,25.9,7.47,554.03,-46.6,-23.5,NORMAL,429.1,1.43,2289,235,0.4,2.89,RUIM
2025-07-06 18:57:28.499928,SENSOR_001,143.27,1.5465145268444402,24.66,8.25,412.94,-46.59,-23.49,NORMAL,272.65,4.23,739,118,1.72,1.25,RUIM
2025-07-06 18:57:28.499928,SENSOR_002,164.73,1.7204442474589956,19.76,7.21,195.13,-46.58,-23.48,NORMAL,361.49,2.84,2500,1040,1.5,0.86,RUIM
2025-07-06 18:57:28.499928,SENSOR_003,183.22,1.7995849590244408,20.81,6.91,688.17,-46.57,-23.47,NORMAL,314.71,2.1,2373,395,0.43,1.39,RUIM
2025-07-06 18:57:28.499928,SENSOR_004,210.44,2.211564373281098,21.35,6.84,566.64,-46.56,-23.46,NORMAL,346.78,5.0,2169,1066,0.67,2.63,RUIM
2025-07-06 18:57:28.499928,SENSOR_005,202.38,2.063445671841966,22.04,6.97,163.69,-46.55,-23.45,NORMAL,385.48,1.81,2198,318,0.45,2.42,RUIM
2025-07-06 18:57:28.499928,SENSOR_006,228.33,2.108762240002645,21.88,8.29,125.4,-46.54,-23.44,NORMAL,239.68,2.15,2039,234,1.7,1.89,RUIM
2025-07-06 18:57:28.499928,SENSOR_007,252.88,2.4493914193568194,29.51,7.59,985.9,-46.53,-23.43,NORMAL,217.02,2.58,2041,119,1.95,2.28,RUIM
2025-07-06 18:58:28.499928,SENSOR_000,122.37,1.2009929468778715,32.36,7.97,201.85,-46.6,-23.5,NORMAL,457.58,1.98,599,589,0.82,2.2,RUIM
2025-07-06 18:58:28.499928,SENSOR_001,139.14,1.293561785613564,21.83,7.11,894.89,-46.59,-23.49,NORMAL,383.27,4.66,683,103,1.85,0.88,RUIM
2025-07-06 18:58:28.499928,SENSOR_002,149.34,1.5291981773663617,30.35,7.63,252.78,-46.58,-23.48,NORMAL,381.58,1.16,824,112,1.24,4.25,RUIM
2025-07-06 18:58:28.499928,SENSOR_003,46.14,0.5517704332760374,26.43,6.52,77.86,-46.57,-23.47,ENTUPIMENTO,457.51,4.42,905,381,1.47,1.45,MODERADA
