timestamp,sensor_id,flow_rate,pressure,temperature,ph_level,turbidity,location_x,location_y,status,DQO,OD,coliformes,ecoli,H2S,amonia,qualidade,processed_at,data_quality_score,flow_rate_anomaly,flow_rate_zscore,flow_rate_zscore_anomaly,pressure_anomaly,pressure_zscore,pressure_zscore_anomaly,temperature_anomaly,temperature_zscore,temperature_zscore_anomaly,ph_level_anomaly,ph_level_zscore,ph_level_zscore_anomaly,turbidity_anomaly,turbidity_zscore,turbidity_zscore_anomaly,anomaly_count,is_anomaly
2025-07-06 21:42:26.950796,Centro,140.28,1.4214577721046084,20.85,8.5,566.25,-44.2906,-2.515,NORMAL,361.42,1.58,1725,1001,1.71,0.59,RUIM,2025-07-06 21:42:38.816532,1.0,False,0.6581609866292744,False,False,0.6950515429376979,False,False,1.0918636147142124,False,False,1.7043219075773786,False,False,0.15533402636419827,False,0,False
2025-07-06 21:42:26.950796,Renascenca,147.86,1.414092304264674,24.12,7.3,428.24,-44.2562,-2.5038,NORMAL,350.44,4.34,2321,121,1.88,3.01,RUIM,2025-07-06 21:42:38.816532,1.0,False,0.559975609275246,False,False,0.7057557165796299,False,False,0.33283201921285993,False,False,0.3534520256656753,False,False,0.3474345102375658,False,0,False
2025-07-06 21:42:26.950796,Turu,148.83,1.7184514745129893,21.42,7.38,108.91,-44.2474,-2.5379,NORMAL,256.97,3.17,1755,1074,1.98,1.26,RUIM,2025-07-06 21:42:38.816532,1.0,False,0.5474109897457727,False,False,0.26343304561656966,False,False,0.9595553549479215,False,False,0.21626709678280492,False,False,1.5107493192589507,False,0,False
2025-07-06 21:42:26.950796,Sao_Cristovao,190.1,1.9371155979221235,28.44,6.85,316.52,-44.2652,-2.4954,NORMAL,523.23,3.66,1854,790,1.95,3.44,RUIM,2025-07-06 21:42:38.816532,1.0,False,0.012831765022719887,False,False,0.05434972081433547,False,False,0.6699253179632391,False,False,1.1251172506318208,False,False,0.754428937519278,False,0,False
2025-07-06 21:42:26.950796,Anil,186.73,1.859557977932873,30.55,7.39,691.81,-44.2549,-2.5227,NORMAL,293.5,4.93,1794,353,1.02,3.32,MODERADA,2025-07-06 21:42:38.816532,1.0,False,0.05648410297563221,False,False,0.05836412841581827,False,False,1.159697998852491,False,False,0.19911898067244652,False,False,0.6127473837710345,False,0,False
2025-07-06 21:42:26.950796,Vinhais,220.45,2.130457743345289,32.24,7.19,826.83,-44.2966,-2.57,NORMAL,580.85,1.72,1233,557,1.97,3.49,RUIM,2025-07-06 21:42:38.816532,1.0,False,0.3802983408736857,False,False,0.33533226556082946,False,False,1.5519803830718446,False,False,0.5420813028796209,False,False,1.104623391393455,False,0,False
2025-07-06 21:42:26.950796,Bequimao,241.59,2.3812537221586942,29.15,7.45,634.54,-44.2484,-2.5589,NORMAL,361.2,4.03,1415,1015,0.64,3.53,MODERADA,2025-07-06 21:42:38.816532,1.0,False,0.6541293273201444,False,False,0.699811992342298,False,False,0.834730343286162,False,False,0.09623028401029299,False,False,0.4041135594743675,False,0,False
2025-07-06 21:42:26.950796,Cohama,262.24,2.667805657045344,32.67,8.29,552.05,-44.2287,-2.4877,NORMAL,264.66,4.98,1200,165,1.51,3.81,RUIM,2025-07-06 21:42:38.816532,1.0,False,0.9216132379218175,False,False,1.116255555075389,False,False,1.6517918772815026,False,False,1.3442114692598428,False,False,0.1036036211780156,False,0,False
2025-07-06 21:42:28.750796,Centro,113.55,1.282728210888166,30.6,7.92,325.06,-44.2906,-2.515,NORMAL,356.66,3.7,1749,915,1.57,2.09,RUIM,2025-07-06 21:42:38.816532,1.0,False,1.0044004505703263,False,False,0.8966660696454894,False,False,1.1713039865512884,False,False,0.7097311731765693,False,False,0.723317834681954,False,0,False
2025-07-06 21:42:28.750796,Renascenca,142.55,1.4521707378466446,19.01,6.69,311.51,-44.2562,-2.5038,NORMAL,268.31,4.42,1773,499,1.27,2.09,MODERADA,2025-07-06 21:42:38.816532,1.0,False,0.6287571862871049,False,False,0.6504166432265084,False,False,1.5189639620299582,False,False,1.39948710839756,False,False,0.7726802987856705,False,0,False
2025-07-06 21:42:28.750796,Turu,146.23,1.3713027821299864,18.69,7.91,809.76,-44.2474,-2.5379,NORMAL,561.44,1.99,1584,957,0.01,1.74,RUIM,2025-07-06 21:42:38.816532,1.0,False,0.5810893513711654,False,False,0.767941376056906,False,False,1.593242283302262,False,False,0.6925830570662108,False,False,1.0424376155816142,False,0,False
2025-07-06 21:42:28.750796,Sao_Cristovao,170.38,1.91018765858188,23.74,8.43,662.33,-44.2652,-2.4954,NORMAL,526.33,4.13,1103,340,0.43,3.1,RUIM,2025-07-06 21:42:38.816532,1.0,False,0.2682691847353103,False,False,0.015215568743970159,False,False,0.42103752572372105,False,False,1.5842850948048668,False,False,0.5053521482154953,False,0,False
