timestamp,sensor_id,flow_rate,pressure,temperature,ph_level,turbidity,location_x,location_y,status,DQO,OD,coliformes,ecoli,H2S,amonia,qualidade,processed_at,data_quality_score,flow_rate_anomaly,flow_rate_zscore,flow_rate_zscore_anomaly,pressure_anomaly,pressure_zscore,pressure_zscore_anomaly,temperature_anomaly,temperature_zscore,temperature_zscore_anomaly,ph_level_anomaly,ph_level_zscore,ph_level_zscore_anomaly,turbidity_anomaly,turbidity_zscore,turbidity_zscore_anomaly,anomaly_count,is_anomaly
2025-07-06 18:54:14.005960,SENSOR_000,129.6,1.1078426852908132,18.57,7.16,951.72,-46.6,-23.5,NORMAL,205.59,2.42,2000,998,1.08,2.24,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.7516416774607448,False,False,1.103515399273739,False,False,1.6137696213866037,False,False,0.5991400321832109,False,False,1.5598259589460248,False,0,False
2025-07-06 18:54:14.005960,SENSOR_001,143.15,1.5421723499946878,23.57,7.38,733.72,-46.59,-23.49,NORMAL,491.17,1.88,1073,192,1.65,0.63,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.5882933657010216,False,False,0.4999808063464591,False,False,0.46009563315928,False,False,0.21770120973689375,False,False,0.765862911739851,False,0,False
2025-07-06 18:54:14.005960,SENSOR_002,159.52,1.5997439351512903,19.71,7.09,141.15,-46.58,-23.48,NORMAL,378.72,3.93,1563,834,1.23,2.02,MODERADA,2025-07-06 18:54:19.990424,1.0,False,0.39094931673373995,False,False,0.41998064509714994,False,False,1.3507319520707737,False,False,0.7205069302343124,False,False,1.3922961840535548,False,0,False
2025-07-06 18:54:14.005960,SENSOR_003,171.78,1.8145210035480532,28.31,7.7,722.88,-46.57,-23.47,NORMAL,574.65,1.62,2309,619,0.45,2.79,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.24315224646258105,False,False,0.1215313309492588,False,False,0.6335873076802225,False,False,0.3371188956395687,False,False,0.7263832813191402,False,0,False
2025-07-06 18:54:14.005960,SENSOR_004,182.3,1.9520932936896496,19.45,7.41,715.47,-46.56,-23.46,NORMAL,295.62,2.03,911,1071,1.51,1.94,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.11633126936204317,False,False,0.06963598474696817,False,False,1.410722999458595,False,False,0.16568682485785,False,False,0.6993958217787837,False,0,False
2025-07-06 18:54:14.005960,SENSOR_005,228.33,2.1708042390080804,23.12,8.09,357.11,-46.55,-23.45,NORMAL,459.46,1.92,1623,975,1.86,1.54,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.43857078158261015,False,False,0.3735517245145867,False,False,0.5639262920997389,False,False,1.013305899067131,False,False,0.6057628827937138,False,0,False
2025-07-06 18:54:14.005960,SENSOR_006,219.62,2.168211911582106,22.12,7.83,901.55,-46.54,-23.44,NORMAL,596.28,4.49,828,1041,0.01,1.89,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.33356976346990247,False,False,0.3699494854668893,False,False,0.7946610897452037,False,False,0.5625145634487562,False,False,1.3771051971188055,False,0,False
2025-07-06 18:54:14.005960,SENSOR_007,261.19,2.6480700457049786,31.09,7.31,692.12,-46.53,-23.43,NORMAL,264.74,1.13,1603,568,0.76,4.48,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.8347055066323885,False,False,1.0367494007758018,False,False,1.2750300451346148,False,False,0.3390681077879953,False,False,0.6143543669518837,False,0,False
2025-07-06 18:55:14.005960,SENSOR_000,128.28,1.3240253124109642,25.9,7.47,554.03,-46.6,-23.5,NORMAL,429.1,1.43,2289,235,0.4,2.89,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.7675545757281126,False,False,0.8031129527913716,False,False,0.07751644535465249,False,False,0.061658055099764054,False,False,0.11142612296701877,False,0,False
2025-07-06 18:55:14.005960,SENSOR_001,143.27,1.3543547132884763,24.66,8.25,412.94,-46.59,-23.49,NORMAL,272.65,4.23,739,118,1.72,1.25,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.5868467385858064,False,False,0.760967909291251,False,False,0.20859470372572342,False,False,1.2907159517553624,False,False,0.4024282179977475,False,0,False
2025-07-06 18:55:14.005960,SENSOR_002,164.73,1.5208598478066642,19.76,7.21,195.13,-46.58,-23.48,NORMAL,361.49,2.84,2500,1040,1.5,0.86,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.3281415894814777,False,False,0.529596173146423,False,False,1.3391952121885002,False,False,0.512449390718139,False,False,1.1956992790618608,False,0,False
2025-07-06 18:55:14.005960,SENSOR_003,183.22,1.8198162801482225,20.81,6.91,688.17,-46.57,-23.47,NORMAL,314.71,2.1,2373,395,0.43,1.39,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.10524046147872634,False,False,0.1141731353963498,False,False,1.096923674660763,False,False,1.0325932395085717,False,False,0.59996833926168,False,0,False
2025-07-06 18:55:14.005960,SENSOR_004,210.44,2.018224876893514,21.35,6.84,566.64,-46.56,-23.46,NORMAL,346.78,5.0,2169,1066,0.67,2.63,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.222902789155935,False,False,0.16153092398809318,False,False,0.9723268839322114,False,False,1.1539601375596733,False,False,0.15735215060587135,False,0,False
2025-07-06 18:55:14.005960,SENSOR_005,202.38,2.1233657456731065,22.04,6.97,163.69,-46.55,-23.45,NORMAL,385.48,1.81,2198,318,0.45,2.42,RUIM,2025-07-06 18:54:19.990424,1.0,False,0.12573766791731006,False,False,0.307632276476131,False,False,0.8131198735568412,False,False,0.9285644697504859,False,False,1.3102047754112283,False,0,False
