timestamp,sensor_id,flow_rate,pressure,temperature,ph_level,turbidity,location_x,location_y,status,DQO,OD,coliformes,ecoli,H2S,amonia,qualidade,processed_at,data_quality_score,flow_rate_anomaly,flow_rate_zscore,flow_rate_zscore_anomaly,pressure_anomaly,pressure_zscore,pressure_zscore_anomaly,temperature_anomaly,temperature_zscore,temperature_zscore_anomaly,ph_level_anomaly,ph_level_zscore,ph_level_zscore_anomaly,turbidity_anomaly,turbidity_zscore,turbidity_zscore_anomaly,anomaly_count,is_anomaly
2025-07-06 18:56:28.499928,SENSOR_000,129.6,1.110003038495189,18.57,7.16,951.72,-46.6,-23.5,NORMAL,205.59,2.42,2000,998,1.08,2.24,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.7516416774607448,False,False,1.0980560029878217,False,False,1.6137696213866037,False,False,0.5991400321832109,False,False,1.5598259589460248,False,0,False
2025-07-06 18:56:28.499928,SENSOR_001,143.15,1.4011803179629276,23.57,7.38,733.72,-46.59,-23.49,NORMAL,491.17,1.88,1073,192,1.65,0.63,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.5882933657010216,False,False,0.693582261937269,False,False,0.46009563315928,False,False,0.21770120973689375,False,False,0.765862911739851,False,0,False
2025-07-06 18:56:28.499928,SENSOR_002,159.52,1.5787547876633643,19.71,7.09,141.15,-46.58,-23.48,NORMAL,378.72,3.93,1563,834,1.23,2.02,MODERADA,2025-07-06 18:56:29.836127,1.0,False,0.39094931673373995,False,False,0.44691394287715663,False,False,1.3507319520707737,False,False,0.7205069302343124,False,False,1.3922961840535548,False,0,False
2025-07-06 18:56:28.499928,SENSOR_003,171.78,1.816496376703489,28.31,7.7,722.88,-46.57,-23.47,NORMAL,574.65,1.62,2309,619,0.45,2.79,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.24315224646258105,False,False,0.11666760601275677,False,False,0.6335873076802225,False,False,0.3371188956395687,False,False,0.7263832813191402,False,0,False
2025-07-06 18:56:28.499928,SENSOR_004,182.3,1.9122601813675733,19.45,7.41,715.47,-46.56,-23.46,NORMAL,295.62,2.03,911,1071,1.51,1.94,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.11633126936204317,False,False,0.01635769184194114,False,False,1.410722999458595,False,False,0.16568682485785,False,False,0.6993958217787837,False,0,False
2025-07-06 18:56:28.499928,SENSOR_005,228.33,2.268470918305208,23.12,8.09,357.11,-46.55,-23.45,NORMAL,459.46,1.92,1623,975,1.86,1.54,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.43857078158261015,False,False,0.5111692706674201,False,False,0.5639262920997389,False,False,1.013305899067131,False,False,0.6057628827937138,False,0,False
2025-07-06 18:56:28.499928,SENSOR_006,219.62,2.2761991071540635,22.12,7.83,901.55,-46.54,-23.44,NORMAL,596.28,4.49,828,1041,0.01,1.89,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.33356976346990247,False,False,0.5219044813986821,False,False,0.7946610897452037,False,False,0.5625145634487562,False,False,1.3771051971188055,False,0,False
2025-07-06 18:56:28.499928,SENSOR_007,261.19,2.5819510405269326,31.09,7.31,692.12,-46.53,-23.43,NORMAL,264.74,1.13,1603,568,0.76,4.48,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.8347055066323885,False,False,0.9466238432624422,False,False,1.2750300451346148,False,False,0.3390681077879953,False,False,0.6143543669518837,False,0,False
2025-07-06 18:57:28.499928,SENSOR_000,128.28,1.4268129723963154,25.9,7.47,554.03,-46.6,-23.5,NORMAL,429.1,1.43,2289,235,0.4,2.89,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.7675545757281126,False,False,0.6579759960545729,False,False,0.07751644535465249,False,False,0.061658055099764054,False,False,0.11142612296701877,False,0,False
2025-07-06 18:57:28.499928,SENSOR_001,143.27,1.5465145268444402,24.66,8.25,412.94,-46.59,-23.49,NORMAL,272.65,4.23,739,118,1.72,1.25,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.5868467385858064,False,False,0.4916988207691166,False,False,0.20859470372572342,False,False,1.2907159517553624,False,False,0.4024282179977475,False,0,False
2025-07-06 18:57:28.499928,SENSOR_002,164.73,1.7204442474589956,19.76,7.21,195.13,-46.58,-23.48,NORMAL,361.49,2.84,2500,1040,1.5,0.86,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.3281415894814777,False,False,0.2500934149302961,False,False,1.3391952121885002,False,False,0.512449390718139,False,False,1.1956992790618608,False,0,False
2025-07-06 18:57:28.499928,SENSOR_003,183.22,1.7995849590244408,20.81,6.91,688.17,-46.57,-23.47,NORMAL,314.71,2.1,2373,395,0.43,1.39,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.10524046147872634,False,False,0.14015922042586187,False,False,1.096923674660763,False,False,1.0325932395085717,False,False,0.59996833926168,False,0,False
2025-07-06 18:57:28.499928,SENSOR_004,210.44,2.211564373281098,21.35,6.84,566.64,-46.56,-23.46,NORMAL,346.78,5.0,2169,1066,0.67,2.63,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.222902789155935,False,False,0.4321205097261885,False,False,0.9723268839322114,False,False,1.1539601375596733,False,False,0.15735215060587135,False,0,False
2025-07-06 18:57:28.499928,SENSOR_005,202.38,2.063445671841966,22.04,6.97,163.69,-46.55,-23.45,NORMAL,385.48,1.81,2198,318,0.45,2.42,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.12573766791731006,False,False,0.22636913585474752,False,False,0.8131198735568412,False,False,0.9285644697504859,False,False,1.3102047754112283,False,0,False
2025-07-06 18:57:28.499928,SENSOR_006,228.33,2.108762240002645,21.88,8.29,125.4,-46.54,-23.44,NORMAL,239.68,2.15,2039,234,1.7,1.89,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.43857078158261015,False,False,0.28931828452811803,False,False,0.8500374411801157,False,False,1.3600684649274186,False,False,1.4496581931980375,False,0,False
2025-07-06 18:57:28.499928,SENSOR_007,252.88,2.44939141935682,29.51,7.59,985.9,-46.53,-23.43,NORMAL,217.02,2.58,2041,119,1.95,2.28,RUIM,2025-07-06 18:56:29.836127,1.0,False,0.7345265789037317,False,False,0.7624855547774022,False,False,0.9104690648547809,False,False,0.14639948441640935,False,False,1.6843106238703687,False,0,False
